valor_ipc,categoria_gasto,fecha_iso,indicador
78.959,IPC General,2003-12-01,IPC_Indice_Base_2021_INE
78.804,IPC General,2003-11-01,IPC_Indice_Base_2021_INE
78.352,IPC General,2003-10-01,IPC_Indice_Base_2021_INE
77.476,IPC General,2003-09-01,IPC_Indice_Base_2021_INE
76.687,IPC General,2003-08-01,IPC_Indice_Base_2021_INE
76.331,IPC General,2003-07-01,IPC_Indice_Base_2021_INE
77.778,IPC General,2003-06-01,IPC_Indice_Base_2021_INE
77.701,IPC General,2003-05-01,IPC_Indice_Base_2021_INE
77.614,IPC General,2003-04-01,IPC_Indice_Base_2021_INE
76.464,IPC General,2003-03-01,IPC_Indice_Base_2021_INE
75.792,IPC General,2003-02-01,IPC_Indice_Base_2021_INE
75.647,IPC General,2003-01-01,IPC_Indice_Base_2021_INE
76.096,IPC General,2002-12-01,IPC_Indice_Base_2021_INE
75.729,IPC General,2002-11-01,IPC_Indice_Base_2021_INE
75.713,IPC General,2002-10-01,IPC_Indice_Base_2021_INE
74.724,IPC General,2002-09-01,IPC_Indice_Base_2021_INE
74.239,IPC General,2002-08-01,IPC_Indice_Base_2021_INE
74.073,IPC General,2002-07-01,IPC_Indice_Base_2021_INE
75.435,IPC General,2002-06-01,IPC_Indice_Base_2021_INE
75.301,IPC General,2002-05-01,IPC_Indice_Base_2021_INE
74.798,IPC General,2002-04-01,IPC_Indice_Base_2021_INE
73.897,IPC General,2002-03-01,IPC_Indice_Base_2021_INE
73.132,IPC General,2002-02-01,IPC_Indice_Base_2021_INE
73.039,IPC General,2002-01-01,IPC_Indice_Base_2021_INE
3.5,IPC General,2025-12-01,IPC_Variacion_Anual_INE
3.5,IPC General,2025-11-01,IPC_Variacion_Anual_INE
3.4,IPC General,2025-10-01,IPC_Variacion_Anual_INE
3.9,IPC General,2025-09-01,IPC_Variacion_Anual_INE
3.5,IPC General,2025-08-01,IPC_Variacion_Anual_INE
3.4,IPC General,2025-07-01,IPC_Variacion_Anual_INE
2.6,IPC General,2025-06-01,IPC_Variacion_Anual_INE
2.8,IPC General,2025-05-01,IPC_Variacion_Anual_INE
2.5,IPC General,2025-04-01,IPC_Variacion_Anual_INE
2.8,IPC General,2025-03-01,IPC_Variacion_Anual_INE
3.3,IPC General,2025-02-01,IPC_Variacion_Anual_INE
2.3,IPC General,2025-01-01,IPC_Variacion_Anual_INE
2.2,IPC General,2024-12-01,IPC_Variacion_Anual_INE
1.4,IPC General,2024-11-01,IPC_Variacion_Anual_INE
1.2,IPC General,2024-10-01,IPC_Variacion_Anual_INE
0.6,IPC General,2024-09-01,IPC_Variacion_Anual_INE
1.6,IPC General,2024-08-01,IPC_Variacion_Anual_INE
1.4,IPC General,2024-07-01,IPC_Variacion_Anual_INE
3.2,IPC General,2024-06-01,IPC_Variacion_Anual_INE
3.4,IPC General,2024-05-01,IPC_Variacion_Anual_INE
3.4,IPC General,2024-04-01,IPC_Variacion_Anual_INE
3.2,IPC General,2024-03-01,IPC_Variacion_Anual_INE
2.6,IPC General,2024-02-01,IPC_Variacion_Anual_INE
3.6,IPC General,2024-01-01,IPC_Variacion_Anual_INE
3.3,IPC General,2023-12-01,IPC_Variacion_Anual_INE
3.7,IPC General,2023-11-01,IPC_Variacion_Anual_INE
4.1,IPC General,2023-10-01,IPC_Variacion_Anual_INE
4.6,IPC General,2023-09-01,IPC_Variacion_Anual_INE
3.9,IPC General,2023-08-01,IPC_Variacion_Anual_INE
4.3,IPC General,2023-07-01,IPC_Variacion_Anual_INE
2.8,IPC General,2023-06-01,IPC_Variacion_Anual_INE
3.7,IPC General,2023-05-01,IPC_Variacion_Anual_INE
4.5,IPC General,2023-04-01,IPC_Variacion_Anual_INE
4.5,IPC General,2023-03-01,IPC_Variacion_Anual_INE
6.8,IPC General,2023-02-01,IPC_Variacion_Anual_INE
6.6,IPC General,2023-01-01,IPC_Variacion_Anual_INE
6.2,IPC General,2022-12-01,IPC_Variacion_Anual_INE
6.9,IPC General,2022-11-01,IPC_Variacion_Anual_INE
6.9,IPC General,2022-10-01,IPC_Variacion_Anual_INE
8.2,IPC General,2022-09-01,IPC_Variacion_Anual_INE
9.8,IPC General,2022-08-01,IPC_Variacion_Anual_INE
10.0,IPC General,2022-07-01,IPC_Variacion_Anual_INE
9.3,IPC General,2022-06-01,IPC_Variacion_Anual_INE
7.9,IPC General,2022-05-01,IPC_Variacion_Anual_INE
7.3,IPC General,2022-04-01,IPC_Variacion_Anual_INE
7.8,IPC General,2022-03-01,IPC_Variacion_Anual_INE
6.8,IPC General,2022-02-01,IPC_Variacion_Anual_INE
5.5,IPC General,2022-01-01,IPC_Variacion_Anual_INE
5.5,IPC General,2021-12-01,IPC_Variacion_Anual_INE
4.8,IPC General,2021-11-01,IPC_Variacion_Anual_INE
4.6,IPC General,2021-10-01,IPC_Variacion_Anual_INE
3.6,IPC General,2021-09-01,IPC_Variacion_Anual_INE
2.8,IPC General,2021-08-01,IPC_Variacion_Anual_INE
2.2,IPC General,2021-07-01,IPC_Variacion_Anual_INE
2.1,IPC General,2021-06-01,IPC_Variacion_Anual_INE
2.1,IPC General,2021-05-01,IPC_Variacion_Anual_INE
1.8,IPC General,2021-04-01,IPC_Variacion_Anual_INE
1.4,IPC General,2021-03-01,IPC_Variacion_Anual_INE
0.3,IPC General,2021-02-01,IPC_Variacion_Anual_INE
0.6,IPC General,2021-01-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2020-12-01,IPC_Variacion_Anual_INE
-0.7,IPC General,2020-11-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2020-10-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2020-09-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2020-08-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2020-07-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2020-06-01,IPC_Variacion_Anual_INE
-0.9,IPC General,2020-05-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2020-04-01,IPC_Variacion_Anual_INE
-0.7,IPC General,2020-03-01,IPC_Variacion_Anual_INE
0.1,IPC General,2020-02-01,IPC_Variacion_Anual_INE
0.3,IPC General,2020-01-01,IPC_Variacion_Anual_INE
0.3,IPC General,2019-12-01,IPC_Variacion_Anual_INE
0.2,IPC General,2019-11-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2019-10-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2019-09-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2019-08-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2019-07-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2019-06-01,IPC_Variacion_Anual_INE
0.6,IPC General,2019-05-01,IPC_Variacion_Anual_INE
1.4,IPC General,2019-04-01,IPC_Variacion_Anual_INE
1.2,IPC General,2019-03-01,IPC_Variacion_Anual_INE
0.8,IPC General,2019-02-01,IPC_Variacion_Anual_INE
0.8,IPC General,2019-01-01,IPC_Variacion_Anual_INE
0.7,IPC General,2018-12-01,IPC_Variacion_Anual_INE
0.9,IPC General,2018-11-01,IPC_Variacion_Anual_INE
1.3,IPC General,2018-10-01,IPC_Variacion_Anual_INE
1.5,IPC General,2018-09-01,IPC_Variacion_Anual_INE
1.4,IPC General,2018-08-01,IPC_Variacion_Anual_INE
1.3,IPC General,2018-07-01,IPC_Variacion_Anual_INE
1.1,IPC General,2018-06-01,IPC_Variacion_Anual_INE
0.7,IPC General,2018-05-01,IPC_Variacion_Anual_INE
0.3,IPC General,2018-04-01,IPC_Variacion_Anual_INE
0.4,IPC General,2018-03-01,IPC_Variacion_Anual_INE
0.3,IPC General,2018-02-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2018-01-01,IPC_Variacion_Anual_INE
0.6,IPC General,2017-12-01,IPC_Variacion_Anual_INE
1.0,IPC General,2017-11-01,IPC_Variacion_Anual_INE
1.1,IPC General,2017-10-01,IPC_Variacion_Anual_INE
1.2,IPC General,2017-09-01,IPC_Variacion_Anual_INE
1.3,IPC General,2017-08-01,IPC_Variacion_Anual_INE
1.3,IPC General,2017-07-01,IPC_Variacion_Anual_INE
1.5,IPC General,2017-06-01,IPC_Variacion_Anual_INE
1.9,IPC General,2017-05-01,IPC_Variacion_Anual_INE
2.1,IPC General,2017-04-01,IPC_Variacion_Anual_INE
2.0,IPC General,2017-03-01,IPC_Variacion_Anual_INE
2.4,IPC General,2017-02-01,IPC_Variacion_Anual_INE
2.5,IPC General,2017-01-01,IPC_Variacion_Anual_INE
1.1,IPC General,2016-12-01,IPC_Variacion_Anual_INE
0.5,IPC General,2016-11-01,IPC_Variacion_Anual_INE
0.4,IPC General,2016-10-01,IPC_Variacion_Anual_INE
0.2,IPC General,2016-09-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2016-08-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2016-07-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2016-06-01,IPC_Variacion_Anual_INE
-0.7,IPC General,2016-05-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2016-04-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2016-03-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2016-02-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2016-01-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2015-12-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2015-11-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2015-10-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2015-09-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2015-08-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2015-07-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2015-06-01,IPC_Variacion_Anual_INE
-1.0,IPC General,2015-05-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2015-04-01,IPC_Variacion_Anual_INE
-1.2,IPC General,2015-03-01,IPC_Variacion_Anual_INE
-1.1,IPC General,2015-02-01,IPC_Variacion_Anual_INE
-0.8,IPC General,2015-01-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2014-12-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2014-11-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2014-10-01,IPC_Variacion_Anual_INE
-0.4,IPC General,2014-09-01,IPC_Variacion_Anual_INE
-0.6,IPC General,2014-08-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2014-07-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2014-06-01,IPC_Variacion_Anual_INE
0.4,IPC General,2014-05-01,IPC_Variacion_Anual_INE
0.7,IPC General,2014-04-01,IPC_Variacion_Anual_INE
0.3,IPC General,2014-03-01,IPC_Variacion_Anual_INE
0.0,IPC General,2014-02-01,IPC_Variacion_Anual_INE
0.0,IPC General,2014-01-01,IPC_Variacion_Anual_INE
-0.1,IPC General,2013-12-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2013-11-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2013-10-01,IPC_Variacion_Anual_INE
0.0,IPC General,2013-09-01,IPC_Variacion_Anual_INE
0.8,IPC General,2013-08-01,IPC_Variacion_Anual_INE
0.9,IPC General,2013-07-01,IPC_Variacion_Anual_INE
1.3,IPC General,2013-06-01,IPC_Variacion_Anual_INE
0.8,IPC General,2013-05-01,IPC_Variacion_Anual_INE
0.5,IPC General,2013-04-01,IPC_Variacion_Anual_INE
1.3,IPC General,2013-03-01,IPC_Variacion_Anual_INE
1.7,IPC General,2013-02-01,IPC_Variacion_Anual_INE
1.8,IPC General,2013-01-01,IPC_Variacion_Anual_INE
2.2,IPC General,2012-12-01,IPC_Variacion_Anual_INE
2.3,IPC General,2012-11-01,IPC_Variacion_Anual_INE
2.4,IPC General,2012-10-01,IPC_Variacion_Anual_INE
2.5,IPC General,2012-09-01,IPC_Variacion_Anual_INE
2.3,IPC General,2012-08-01,IPC_Variacion_Anual_INE
2.1,IPC General,2012-07-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-06-01,IPC_Variacion_Anual_INE
1.8,IPC General,2012-05-01,IPC_Variacion_Anual_INE
1.9,IPC General,2012-04-01,IPC_Variacion_Anual_INE
1.8,IPC General,2012-03-01,IPC_Variacion_Anual_INE
1.8,IPC General,2012-02-01,IPC_Variacion_Anual_INE
1.7,IPC General,2012-01-01,IPC_Variacion_Anual_INE
2.0,IPC General,2011-12-01,IPC_Variacion_Anual_INE
2.6,IPC General,2011-11-01,IPC_Variacion_Anual_INE
2.8,IPC General,2011-10-01,IPC_Variacion_Anual_INE
2.6,IPC General,2011-09-01,IPC_Variacion_Anual_INE
2.4,IPC General,2011-08-01,IPC_Variacion_Anual_INE
2.4,IPC General,2011-07-01,IPC_Variacion_Anual_INE
2.1,IPC General,2011-06-01,IPC_Variacion_Anual_INE
2.4,IPC General,2011-05-01,IPC_Variacion_Anual_INE
2.5,IPC General,2011-04-01,IPC_Variacion_Anual_INE
2.2,IPC General,2011-03-01,IPC_Variacion_Anual_INE
2.3,IPC General,2011-02-01,IPC_Variacion_Anual_INE
2.2,IPC General,2011-01-01,IPC_Variacion_Anual_INE
1.9,IPC General,2010-12-01,IPC_Variacion_Anual_INE
1.4,IPC General,2010-11-01,IPC_Variacion_Anual_INE
1.3,IPC General,2010-10-01,IPC_Variacion_Anual_INE
1.3,IPC General,2010-09-01,IPC_Variacion_Anual_INE
1.7,IPC General,2010-08-01,IPC_Variacion_Anual_INE
1.8,IPC General,2010-07-01,IPC_Variacion_Anual_INE
1.9,IPC General,2010-06-01,IPC_Variacion_Anual_INE
1.8,IPC General,2010-05-01,IPC_Variacion_Anual_INE
1.4,IPC General,2010-04-01,IPC_Variacion_Anual_INE
1.4,IPC General,2010-03-01,IPC_Variacion_Anual_INE
1.3,IPC General,2010-02-01,IPC_Variacion_Anual_INE
1.4,IPC General,2010-01-01,IPC_Variacion_Anual_INE
1.4,IPC General,2009-12-01,IPC_Variacion_Anual_INE
1.1,IPC General,2009-11-01,IPC_Variacion_Anual_INE
0.5,IPC General,2009-10-01,IPC_Variacion_Anual_INE
0.2,IPC General,2009-09-01,IPC_Variacion_Anual_INE
-0.2,IPC General,2009-08-01,IPC_Variacion_Anual_INE
-0.5,IPC General,2009-07-01,IPC_Variacion_Anual_INE
-0.3,IPC General,2009-06-01,IPC_Variacion_Anual_INE
0.1,IPC General,2009-05-01,IPC_Variacion_Anual_INE
0.7,IPC General,2009-04-01,IPC_Variacion_Anual_INE
1.1,IPC General,2009-03-01,IPC_Variacion_Anual_INE
1.3,IPC General,2009-02-01,IPC_Variacion_Anual_INE
1.2,IPC General,2009-01-01,IPC_Variacion_Anual_INE
2.1,IPC General,2008-12-01,IPC_Variacion_Anual_INE
2.6,IPC General,2008-11-01,IPC_Variacion_Anual_INE
3.5,IPC General,2008-10-01,IPC_Variacion_Anual_INE
4.3,IPC General,2008-09-01,IPC_Variacion_Anual_INE
4.6,IPC General,2008-08-01,IPC_Variacion_Anual_INE
4.8,IPC General,2008-07-01,IPC_Variacion_Anual_INE
4.5,IPC General,2008-06-01,IPC_Variacion_Anual_INE
4.2,IPC General,2008-05-01,IPC_Variacion_Anual_INE
3.9,IPC General,2008-04-01,IPC_Variacion_Anual_INE
3.9,IPC General,2008-03-01,IPC_Variacion_Anual_INE
3.7,IPC General,2008-02-01,IPC_Variacion_Anual_INE
3.4,IPC General,2008-01-01,IPC_Variacion_Anual_INE
3.0,IPC General,2007-12-01,IPC_Variacion_Anual_INE
2.9,IPC General,2007-11-01,IPC_Variacion_Anual_INE
2.5,IPC General,2007-10-01,IPC_Variacion_Anual_INE
1.6,IPC General,2007-09-01,IPC_Variacion_Anual_INE
1.3,IPC General,2007-08-01,IPC_Variacion_Anual_INE
1.3,IPC General,2007-07-01,IPC_Variacion_Anual_INE
1.4,IPC General,2007-06-01,IPC_Variacion_Anual_INE
1.4,IPC General,2007-05-01,IPC_Variacion_Anual_INE
1.6,IPC General,2007-04-01,IPC_Variacion_Anual_INE
2.0,IPC General,2007-03-01,IPC_Variacion_Anual_INE
1.8,IPC General,2007-02-01,IPC_Variacion_Anual_INE
2.3,IPC General,2007-01-01,IPC_Variacion_Anual_INE
2.4,IPC General,2006-12-01,IPC_Variacion_Anual_INE
2.0,IPC General,2006-11-01,IPC_Variacion_Anual_INE
2.3,IPC General,2006-10-01,IPC_Variacion_Anual_INE
3.1,IPC General,2006-09-01,IPC_Variacion_Anual_INE
3.6,IPC General,2006-08-01,IPC_Variacion_Anual_INE
3.6,IPC General,2006-07-01,IPC_Variacion_Anual_INE
3.7,IPC General,2006-06-01,IPC_Variacion_Anual_INE
3.8,IPC General,2006-05-01,IPC_Variacion_Anual_INE
3.4,IPC General,2006-04-01,IPC_Variacion_Anual_INE
3.5,IPC General,2006-03-01,IPC_Variacion_Anual_INE
3.7,IPC General,2006-02-01,IPC_Variacion_Anual_INE
3.7,IPC General,2006-01-01,IPC_Variacion_Anual_INE
3.2,IPC General,2005-12-01,IPC_Variacion_Anual_INE
3.3,IPC General,2005-11-01,IPC_Variacion_Anual_INE
3.0,IPC General,2005-10-01,IPC_Variacion_Anual_INE
2.7,IPC General,2005-09-01,IPC_Variacion_Anual_INE
2.0,IPC General,2005-08-01,IPC_Variacion_Anual_INE
2.3,IPC General,2005-07-01,IPC_Variacion_Anual_INE
1.9,IPC General,2005-06-01,IPC_Variacion_Anual_INE
1.8,IPC General,2005-05-01,IPC_Variacion_Anual_INE
2.8,IPC General,2005-04-01,IPC_Variacion_Anual_INE
2.7,IPC General,2005-03-01,IPC_Variacion_Anual_INE
2.6,IPC General,2005-02-01,IPC_Variacion_Anual_INE
2.5,IPC General,2005-01-01,IPC_Variacion_Anual_INE
2.7,IPC General,2004-12-01,IPC_Variacion_Anual_INE
2.9,IPC General,2004-11-01,IPC_Variacion_Anual_INE
3.5,IPC General,2004-10-01,IPC_Variacion_Anual_INE
3.6,IPC General,2004-09-01,IPC_Variacion_Anual_INE
4.2,IPC General,2004-08-01,IPC_Variacion_Anual_INE
4.3,IPC General,2004-07-01,IPC_Variacion_Anual_INE
4.3,IPC General,2004-06-01,IPC_Variacion_Anual_INE
4.2,IPC General,2004-05-01,IPC_Variacion_Anual_INE
3.3,IPC General,2004-04-01,IPC_Variacion_Anual_INE
2.9,IPC General,2004-03-01,IPC_Variacion_Anual_INE
3.0,IPC General,2004-02-01,IPC_Variacion_Anual_INE
3.1,IPC General,2004-01-01,IPC_Variacion_Anual_INE
3.8,IPC General,2003-12-01,IPC_Variacion_Anual_INE
4.1,IPC General,2003-11-01,IPC_Variacion_Anual_INE
3.5,IPC General,2003-10-01,IPC_Variacion_Anual_INE
3.7,IPC General,2003-09-01,IPC_Variacion_Anual_INE
3.3,IPC General,2003-08-01,IPC_Variacion_Anual_INE
3.0,IPC General,2003-07-01,IPC_Variacion_Anual_INE
3.1,IPC General,2003-06-01,IPC_Variacion_Anual_INE
3.2,IPC General,2003-05-01,IPC_Variacion_Anual_INE
3.8,IPC General,2003-04-01,IPC_Variacion_Anual_INE
3.5,IPC General,2003-03-01,IPC_Variacion_Anual_INE
3.6,IPC General,2003-02-01,IPC_Variacion_Anual_INE
3.6,IPC General,2003-01-01,IPC_Variacion_Anual_INE
3.8,IPC General,2002-12-01,IPC_Variacion_Anual_INE
3.7,IPC General,2002-11-01,IPC_Variacion_Anual_INE
3.9,IPC General,2002-10-01,IPC_Variacion_Anual_INE
2.6,IPC General,2002-09-01,IPC_Variacion_Anual_INE
3.6,IPC General,2002-08-01,IPC_Variacion_Anual_INE
3.6,IPC General,2002-07-01,IPC_Variacion_Anual_INE
3.5,IPC General,2002-06-01,IPC_Variacion_Anual_INE
3.5,IPC General,2002-05-01,IPC_Variacion_Anual_INE
3.3,IPC General,2002-04-01,IPC_Variacion_Anual_INE
3.8,IPC General,2002-03-01,IPC_Variacion_Anual_INE
3.9,IPC General,2002-02-01,IPC_Variacion_Anual_INE
3.2,IPC General,2002-01-01,IPC_Variacion_Anual_INE
121.029,IPC General,2025-12-01,IPC_Indice_Base_2021_INE
120.468,IPC General,2025-11-01,IPC_Indice_Base_2021_INE
120.284,IPC General,2025-10-01,IPC_Indice_Base_2021_INE
118.883,IPC General,2025-09-01,IPC_Indice_Base_2021_INE
119.754,IPC General,2025-08-01,IPC_Indice_Base_2021_INE
119.592,IPC General,2025-07-01,IPC_Indice_Base_2021_INE
120.157,IPC General,2025-06-01,IPC_Indice_Base_2021_INE
119.242,IPC General,2025-05-01,IPC_Indice_Base_2021_INE
119.645,IPC General,2025-04-01,IPC_Indice_Base_2021_INE
118.273,IPC General,2025-03-01,IPC_Indice_Base_2021_INE
118.082,IPC General,2025-02-01,IPC_Indice_Base_2021_INE
117.689,IPC General,2025-01-01,IPC_Indice_Base_2021_INE
117.692,IPC General,2024-12-01,IPC_Indice_Base_2021_INE
117.16,IPC General,2024-11-01,IPC_Indice_Base_2021_INE
117.049,IPC General,2024-10-01,IPC_Indice_Base_2021_INE
115.602,IPC General,2024-09-01,IPC_Indice_Base_2021_INE
116.341,IPC General,2024-08-01,IPC_Indice_Base_2021_INE
116.534,IPC General,2024-07-01,IPC_Indice_Base_2021_INE
117.681,IPC General,2024-06-01,IPC_Indice_Base_2021_INE
117.095,IPC General,2024-05-01,IPC_Indice_Base_2021_INE
116.899,IPC General,2024-04-01,IPC_Indice_Base_2021_INE
115.472,IPC General,2024-03-01,IPC_Indice_Base_2021_INE
114.559,IPC General,2024-02-01,IPC_Indice_Base_2021_INE
114.498,IPC General,2024-01-01,IPC_Indice_Base_2021_INE
114.741,IPC General,2023-12-01,IPC_Indice_Base_2021_INE
114.988,IPC General,2023-11-01,IPC_Indice_Base_2021_INE
115.148,IPC General,2023-10-01,IPC_Indice_Base_2021_INE
115.116,IPC General,2023-09-01,IPC_Indice_Base_2021_INE
114.871,IPC General,2023-08-01,IPC_Indice_Base_2021_INE
114.127,IPC General,2023-07-01,IPC_Indice_Base_2021_INE
114.117,IPC General,2023-06-01,IPC_Indice_Base_2021_INE
113.761,IPC General,2023-05-01,IPC_Indice_Base_2021_INE
114.057,IPC General,2023-04-01,IPC_Indice_Base_2021_INE
112.462,IPC General,2023-03-01,IPC_Indice_Base_2021_INE
112.029,IPC General,2023-02-01,IPC_Indice_Base_2021_INE
110.628,IPC General,2023-01-01,IPC_Indice_Base_2021_INE
110.919,IPC General,2022-12-01,IPC_Indice_Base_2021_INE
110.413,IPC General,2022-11-01,IPC_Indice_Base_2021_INE
110.65,IPC General,2022-10-01,IPC_Indice_Base_2021_INE
109.317,IPC General,2022-09-01,IPC_Indice_Base_2021_INE
109.879,IPC General,2022-08-01,IPC_Indice_Base_2021_INE
109.661,IPC General,2022-07-01,IPC_Indice_Base_2021_INE
110.475,IPC General,2022-06-01,IPC_Indice_Base_2021_INE
108.668,IPC General,2022-05-01,IPC_Indice_Base_2021_INE
107.771,IPC General,2022-04-01,IPC_Indice_Base_2021_INE
107.172,IPC General,2022-03-01,IPC_Indice_Base_2021_INE
104.256,IPC General,2022-02-01,IPC_Indice_Base_2021_INE
103.528,IPC General,2022-01-01,IPC_Indice_Base_2021_INE
104.096,IPC General,2021-12-01,IPC_Indice_Base_2021_INE
102.772,IPC General,2021-11-01,IPC_Indice_Base_2021_INE
102.657,IPC General,2021-10-01,IPC_Indice_Base_2021_INE
100.913,IPC General,2021-09-01,IPC_Indice_Base_2021_INE
99.447,IPC General,2021-08-01,IPC_Indice_Base_2021_INE
98.882,IPC General,2021-07-01,IPC_Indice_Base_2021_INE
100.329,IPC General,2021-06-01,IPC_Indice_Base_2021_INE
99.704,IPC General,2021-05-01,IPC_Indice_Base_2021_INE
99.347,IPC General,2021-04-01,IPC_Indice_Base_2021_INE
98.148,IPC General,2021-03-01,IPC_Indice_Base_2021_INE
96.669,IPC General,2021-02-01,IPC_Indice_Base_2021_INE
97.036,IPC General,2021-01-01,IPC_Indice_Base_2021_INE
97.416,IPC General,2020-12-01,IPC_Indice_Base_2021_INE
97.013,IPC General,2020-11-01,IPC_Indice_Base_2021_INE
96.955,IPC General,2020-10-01,IPC_Indice_Base_2021_INE
96.269,IPC General,2020-09-01,IPC_Indice_Base_2021_INE
95.671,IPC General,2020-08-01,IPC_Indice_Base_2021_INE
95.615,IPC General,2020-07-01,IPC_Indice_Base_2021_INE
96.982,IPC General,2020-06-01,IPC_Indice_Base_2021_INE
96.465,IPC General,2020-05-01,IPC_Indice_Base_2021_INE
96.435,IPC General,2020-04-01,IPC_Indice_Base_2021_INE
95.319,IPC General,2020-03-01,IPC_Indice_Base_2021_INE
95.466,IPC General,2020-02-01,IPC_Indice_Base_2021_INE
95.473,IPC General,2020-01-01,IPC_Indice_Base_2021_INE
97.274,IPC General,2019-12-01,IPC_Indice_Base_2021_INE
96.94,IPC General,2019-11-01,IPC_Indice_Base_2021_INE
97.146,IPC General,2019-10-01,IPC_Indice_Base_2021_INE
96.224,IPC General,2019-09-01,IPC_Indice_Base_2021_INE
95.687,IPC General,2019-08-01,IPC_Indice_Base_2021_INE
95.799,IPC General,2019-07-01,IPC_Indice_Base_2021_INE
96.612,IPC General,2019-06-01,IPC_Indice_Base_2021_INE
96.562,IPC General,2019-05-01,IPC_Indice_Base_2021_INE
96.705,IPC General,2019-04-01,IPC_Indice_Base_2021_INE
95.618,IPC General,2019-03-01,IPC_Indice_Base_2021_INE
94.764,IPC General,2019-02-01,IPC_Indice_Base_2021_INE
94.76,IPC General,2019-01-01,IPC_Indice_Base_2021_INE
96.769,IPC General,2018-12-01,IPC_Indice_Base_2021_INE
97.314,IPC General,2018-11-01,IPC_Indice_Base_2021_INE
97.325,IPC General,2018-10-01,IPC_Indice_Base_2021_INE
96.507,IPC General,2018-09-01,IPC_Indice_Base_2021_INE
95.862,IPC General,2018-08-01,IPC_Indice_Base_2021_INE
96.379,IPC General,2018-07-01,IPC_Indice_Base_2021_INE
97.618,IPC General,2018-06-01,IPC_Indice_Base_2021_INE
97.284,IPC General,2018-05-01,IPC_Indice_Base_2021_INE
96.573,IPC General,2018-04-01,IPC_Indice_Base_2021_INE
95.659,IPC General,2018-03-01,IPC_Indice_Base_2021_INE
95.236,IPC General,2018-02-01,IPC_Indice_Base_2021_INE
95.262,IPC General,2018-01-01,IPC_Indice_Base_2021_INE
97.058,IPC General,2017-12-01,IPC_Indice_Base_2021_INE
96.885,IPC General,2017-11-01,IPC_Indice_Base_2021_INE
96.513,IPC General,2017-10-01,IPC_Indice_Base_2021_INE
95.442,IPC General,2017-09-01,IPC_Indice_Base_2021_INE
94.809,IPC General,2017-08-01,IPC_Indice_Base_2021_INE
94.694,IPC General,2017-07-01,IPC_Indice_Base_2021_INE
95.851,IPC General,2017-06-01,IPC_Indice_Base_2021_INE
95.861,IPC General,2017-05-01,IPC_Indice_Base_2021_INE
95.838,IPC General,2017-04-01,IPC_Indice_Base_2021_INE
94.865,IPC General,2017-03-01,IPC_Indice_Base_2021_INE
94.224,IPC General,2017-02-01,IPC_Indice_Base_2021_INE
94.696,IPC General,2017-01-01,IPC_Indice_Base_2021_INE
95.751,IPC General,2016-12-01,IPC_Indice_Base_2021_INE
95.116,IPC General,2016-11-01,IPC_Indice_Base_2021_INE
94.725,IPC General,2016-10-01,IPC_Indice_Base_2021_INE
93.53,IPC General,2016-09-01,IPC_Indice_Base_2021_INE
92.974,IPC General,2016-08-01,IPC_Indice_Base_2021_INE
92.952,IPC General,2016-07-01,IPC_Indice_Base_2021_INE
94.244,IPC General,2016-06-01,IPC_Indice_Base_2021_INE
93.919,IPC General,2016-05-01,IPC_Indice_Base_2021_INE
93.475,IPC General,2016-04-01,IPC_Indice_Base_2021_INE
92.669,IPC General,2016-03-01,IPC_Indice_Base_2021_INE
